site_code,store_number,brand,station_name,address,city,state,zip,latitude,longitude,phone,fuel_type,retail_price,discount_price,your_price,effective_date,parking_spaces_count,fuel_lane_count,shower_count,amenities,restaurants,source,pricing_city,pricing_state,location_city,location_state,is_usa,is_canada,missing_coordinates,missing_current_price
091,91,Pilot,Pilot Travel Center,1625 County Road 210 West,Saint Johns,FL,32259,30.065564,-81.493909,(904) 826-3618,DSL,5.359,5.309,4.2873,2026-06-18,17,10,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,McDonalds | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Saint Johns,FL,Saint Johns,FL,yes,no,no,no
092,92,Pilot,Pilot Travel Center,4255 W Hwy 326,Ocala,FL,34482,29.267799374341905,-82.19160579877662,(352) 402-9081,DSL,5.099,5.049,4.2874,2026-06-18,130,10,6,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Ocala,FL,Ocala,FL,yes,no,no,no
094,94,Pilot,Pilot Travel Center,26505 Jones Loop Rd,Punta Gorda,FL,33950,26.8941468,-82.0092852,(941) 637-3974,DSL,5.259,5.209,4.2949,2026-06-18,39,8,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Punta Gorda,FL,Punta Gorda,FL,yes,no,no,no
095,95,Pilot,Pilot Travel Center,493 FL-44,Wildwood,FL,34785,28.873918542991504,-82.09515797982287,(352) 748-4486,DSL,5.099,5.049,4.2774,2026-06-18,10,7,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Wildwood,FL,Wildwood,FL,yes,no,no,no
096,96,Pilot,Pilot Travel Center,3051 State Rd 60,Okeechobee,FL,34972,27.699496530987037,-80.90167359400827,(863) 251-8350,DSL,5.299,5.249,4.3721,2026-06-18,42,6,3,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Okeechobee,FL,Okeechobee,FL,yes,no,no,no
097,97,Flying J,Flying J Travel Center,175 Northwoods Blvd,Vandalia,OH,45377,39.9024827,-84.1927628,(937) 264-8520,DSL,4.859,4.809,4.4742,2026-06-18,100,8,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Vandalia,OH,Vandalia,OH,yes,no,no,no
114,114,Pilot,Pilot Travel Center,2449 Genesis Rd,Crossville,TN,38571,35.9857961,-85.0116688,(931) 450-3018,DSL,4.499,4.449,3.9969,2026-06-18,85,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Crossville,TN,Crossville,TN,yes,no,no,no
118,118,Pilot,Pilot Travel Center,7801 Alcoa Rd,Benton,AR,72019,34.6083708,-92.5334365,(501) 794-5900,DSL,4.459,4.409,3.9871,2026-06-18,76,8,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Benton,AR,Benton,AR,yes,no,no,no
130,130,Pilot,Pilot Travel Center,5219 Brecksville Rd,Richfield,OH,44286,41.2762303,-81.6263703,(330) 659-2020,DSL,5.199,5.149,4.4032,2026-06-18,40,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Richfield,OH,Richfield,OH,yes,no,no,no
131,131,Pilot,Pilot Travel Center,2010 W Clay St,Osceola,IA,50213,41.040733670367814,-93.79556225165939,(641) 342-8658,DSL,4.899,4.849,3.9637,2026-06-18,80,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Osceola,IA,Osceola,IA,yes,no,no,no
133,133,Pilot,Pilot Travel Center,109450 US-97,Chemult,OR,97731,43.215661936291966,-121.7837259728775,(541) 365-0991,DSL,5.499,5.449,4.3061,2026-06-18,37,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Chemult,OR,Chemult,OR,yes,no,no,no
134,134,Pilot,Pilot Travel Center,4231 Clearwater Rd,Saint Cloud,MN,56301,45.49616589491213,-94.14860762880134,(320) 251-8455,DSL,4.299,4.249,4.0119,2026-06-18,44,6,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,St Cloud,MN,Saint Cloud,MN,yes,no,no,no
137,137,Pilot,Pilot Travel Center,395 E Vista Dr,Weed,CA,96094,41.3990246,-122.37658,(530) 938-9600,DSL,6.499,6.449,5.6662,2026-06-18,74,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Weed,CA,Weed,CA,yes,no,no,no
141,141,Pilot,Pilot Travel Center,289 Bear River Dr,Evanston,WY,82930,41.26892241557879,-110.94074761094092,(307) 783-5930,DSL,5.199,5.149,4.1268,2026-06-18,75,7,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Evanston,WY,Evanston,WY,yes,no,no,no
144,144,Pilot,Pilot Travel Center,2975 Gun Club Rd,Augusta,GA,30907,33.524163,-82.033391,(706) 667-6557,DSL,4.979,4.929,4.305,2026-06-18,90,8,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Augusta,GA,Augusta,GA,yes,no,no,no
145,145,Pilot,Pilot Travel Center,5660 W Sunset Ave,Springdale,AR,72762,36.176497,-94.19317,(479) 872-6100,DSL,4.629,4.579,4.2019,2026-06-18,30,5,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Springdale,AR,Springdale,AR,yes,no,no,no
146,146,Pilot,Pilot Travel Center,995 US-9,Castleton-On-Hudson,NY,12033,42.497923883051094,-73.67463536119345,(518) 732-7272,DSL,5.299,5.249,4.3017,2026-06-18,35,7,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Castleton-On-Hudson,NY,Castleton-On-Hudson,NY,yes,no,no,no
147,147,Pilot,Pilot Travel Center,1200 Wendover Blvd,West Wendover,NV,89883,40.73943964521697,-114.06642221966075,(775) 296-5047,DSL,5.199,5.149,4.2468,2026-06-18,125,7,10,Electric Vehicle Charging Station,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,West Wendover,NV,West Wendover,NV,yes,no,no,no
150,150,Pilot,Pilot Travel Center,11633 Greencastle Pike,Hagerstown,MD,21740,39.6336277,-77.8071174,(301) 582-9004,DSL,5.199,5.149,4.2776,2026-06-18,90,7,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Hagerstown,MD,Hagerstown,MD,yes,no,no,no
151,151,Pilot,Pilot Travel Center,2430 93rd Avenue SW,Olympia,WA,98512,46.9534283,-122.9349005,(360) 754-0151,DSL,5.799,5.749,5.1545,2026-06-18,86,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Cinnabon | McDonalds | Subway | Pilot Eats,Pilot/Flying J pricing + locations,Olympia,WA,Olympia,WA,yes,no,no,no
152,152,Pilot,Pilot Travel Center,14013 Blue Lick Rd,Memphis,IN,47143,38.491878065365206,-85.77278298153688,(812) 294-4233,DSL,5.299,5.249,4.5213,2026-06-18,45,7,9,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Memphis,IN,Memphis,IN,yes,no,no,no
154,154,Pilot,Pilot Travel Center,14808 Warren St,Lost Hills,CA,93249,35.615131,-119.658782,(661) 797-2122,DSL,6.459,6.409,5.66,2026-06-18,60,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Lost Hills,CA,Lost Hills,CA,yes,no,no,no
156,156,Pilot,Pilot Travel Center,95 Free Henry Ford Rd,Madisonville,KY,42431,37.255317,-87.448829,(270) 258-5213,DSL,4.699,4.649,4.0802,2026-06-18,85,7,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Mortons Gap,KY,Madisonville,KY,yes,no,no,no
157,157,Pilot,Pilot Travel Center,1200 Hillcrest Dr S,Sulphur Springs,TX,75482,33.11657298583079,-95.63424129812785,(903) 885-0020,DSL,4.499,4.449,4.0059,2026-06-18,85,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Sulphur Springs,TX,Sulphur Springs,TX,yes,no,no,no
159,159,Pilot,Pilot Travel Center,6721 Emmaus Church Rd,Providence Forge,VA,23140,37.499802,-77.089187,(804) 207-3015,DSL,5.359,5.309,4.153,2026-06-18,30,6,5,Electric Vehicle Charging Station | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Providence Forge,VA,Providence Forge,VA,yes,no,no,no
163,163,Pilot,Pilot Travel Center,1124 E Motel Dr,Lordsburg,NM,88045,32.3425833,-108.6810972,(575) 912-1072,DSL,5.259,5.209,4.4917,2026-06-18,95,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Arby's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Lordsburg,NM,Lordsburg,NM,yes,no,no,no
164,164,Pilot,Pilot Travel Center,1101 Gateway Ave,Mauston,WI,53948,43.7971573236146,-90.05089207874519,(608) 847-3321,DSL,4.999,4.949,4.0213,2026-06-18,95,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Mauston,WI,Mauston,WI,yes,no,no,no
165,165,Pilot,Pilot Travel Center,2500 N 3rd St,Effingham,IL,62401,39.149186,-88.530599,(217) 342-3787,DSL,4.959,4.909,4.4518,2026-06-18,100,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,McDonalds | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Effingham,IL,Effingham,IL,yes,no,no,no
167,167,Pilot,Pilot Travel Center,2424 E Austin Blvd,Nevada,MO,64772,37.83528342614755,-94.32478784136941,(417) 667-3271,DSL,4.659,4.609,3.9446,2026-06-18,37,5,3,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats,Pilot/Flying J pricing + locations,Nevada,MO,Nevada,MO,yes,no,no,no
168,168,Pilot,Pilot Travel Center,30035 County Road 8,Dunnigan,CA,95937,38.862278685073136,-121.95067933135222,(530) 724-3060,DSL,6.499,6.449,5.5478,2026-06-18,143,9,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Wendy's | Pilot Eats,Pilot/Flying J pricing + locations,Dunnigan,CA,Dunnigan,CA,yes,no,no,no
171,171,Pilot,Pilot Travel Center,503 N Oakwood St,Oakwood,IL,61858,40.12375,-87.779499,(217) 354-4098,DSL,4.899,4.849,4.4668,2026-06-18,99,7,7,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | Pilot Eats,Pilot/Flying J pricing + locations,Oakwood,IL,Oakwood,IL,yes,no,no,no
174,174,Pilot,Pilot Travel Center,500 MS-15,New Albany,MS,38652,34.467802,-89.006085,(662) 539-0222,DSL,4.899,4.849,4.0557,2026-06-18,90,7,7,Electric Vehicle Charging Station | Mobile Ordering,Arby's | Dunkin Express | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,New Albany,MS,New Albany,MS,yes,no,no,no
179,179,Pilot,Pilot Travel Center,16921 Halfway Blvd,Hagerstown,MD,21740,39.62977337177432,-77.7829389090538,(301) 582-6111,DSL,5.199,5.149,4.2726,2026-06-18,85,9,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,McDonalds | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Hagerstown,MD,Hagerstown,MD,yes,no,no,no
180,180,Pilot,Pilot Travel Center,12500 W I-40,Bellemont,AZ,86015,35.23849106,-111.8225708,(928) 773-0180,DSL,5.299,5.249,4.4585,2026-06-18,45,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Cinnabon | McDonalds | Pilot Eats,Pilot/Flying J pricing + locations,Bellemont,AZ,Bellemont,AZ,yes,no,no,no
190,190,Pilot,Pilot Travel Center,66 NJ-173,Hampton,NJ,08827,40.636962,-74.968461,(908) 735-7711,DSL,5.599,5.549,4.4133,2026-06-18,50,7,6,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Cinnabon | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Hampton,NJ,Hampton,NJ,yes,no,no,no
192,192,Pilot,Pilot Travel Center,4431 Union Rd,Tifton,GA,31794,31.4285143262597,-83.51631983015714,(229) 382-7295,DSL,5.259,5.209,4.3567,2026-06-18,200,8,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Steak N Shake | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Tifton,GA,Tifton,GA,yes,no,no,no
195,195,Pilot,Pilot Travel Center,91485 Biggs Rufus Hwy,Wasco,OR,97065,45.66943893332095,-120.83494981828119,(541) 739-2174,DSL,5.499,5.449,4.1288,2026-06-18,37,6,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Live Parking | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Cinnabon | McDonalds | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Wasco,OR,Wasco,OR,yes,no,no,no
196,196,Pilot,Pilot Travel Center,302 W Ray Fine Blvd,Roland,OK,74954,35.40460263855868,-94.52166165330061,(918) 427-0895,DSL,4.699,4.649,3.8151,2026-06-18,125,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Wendy's | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Roland,OK,Roland,OK,yes,no,no,no
198,198,Pilot,Pilot Travel Center,10619 9A Rd,Plymouth,IN,46563,41.34192173560341,-86.26426154846212,(574) 936-6525,DSL,5.199,5.149,4.6928,2026-06-18,110,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Plymouth,IN,Plymouth,IN,yes,no,no,no
199,199,Pilot,Pilot Travel Center,490 N Elm St,Haughton,LA,71037,32.544996,-93.516474,(318) 390-9709,DSL,4.499,4.449,4.0515,2026-06-18,90,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Pilot Eats,Pilot/Flying J pricing + locations,Haughton,LA,Haughton,LA,yes,no,no,no
200,200,Pilot,Pilot Travel Center,5725 CA-58,Boron,CA,93516,34.991778407271724,-117.54217863788985,(760) 762-0041,DSL,6.659,6.609,5.4845,2026-06-18,45,7,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Live Parking | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Cinnabon | Subway | Pilot Eats EXPRESS,Pilot/Flying J pricing + locations,Boron,CA,Boron,CA,yes,no,no,no
